scorer,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000,DLC_resnet50_Corridor_sideviewJul22shuffle1_1030000
bodyparts,head,head,head,spine 1,spine 1,spine 1,spine 2,spine 2,spine 2,spine 3,spine 3,spine 3,spine 4,spine 4,spine 4,base,base,base,tail 25,tail 25,tail 25,tail 50,tail 50,tail 50,tail 75,tail 75,tail 75,tail 100,tail 100,tail 100,shoulder,shoulder,shoulder,elbow,elbow,elbow,wrist,wrist,wrist,lForepaw,lForepaw,lForepaw,hip,hip,hip,knee,knee,knee,anckle,anckle,anckle,lHindpaw,lHindpaw,lHindpaw,lHindfingers,lHindfingers,lHindfingers
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,545.8410034179688,169.87716674804688,0.9999997615814209,580.2626953125,146.90701293945312,0.9999978542327881,597.1279907226562,140.48545837402344,0.9999982118606567,615.5184326171875,135.7357177734375,0.999988317489624,634.1139526367188,138.989990234375,0.9999843835830688,653.200927734375,144.06459045410156,0.9999980926513672,669.7227783203125,132.8341522216797,0.9567643404006958,638.9373168945312,125.76300048828125,0.00023788213729858398,583.7230224609375,145.7490234375,0.00024133920669555664,638.1591796875,180.21054077148438,0.002767026424407959,592.7212524414062,164.22096252441406,0.9999886155128479,591.3165893554688,174.65635681152344,0.9999948740005493,586.565185546875,178.0326385498047,0.9999992847442627,581.4302368164062,181.35757446289062,0.9999992251396179,625.6189575195312,150.9696807861328,0.9999957084655762,624.9367065429688,166.5941925048828,0.9999953508377075,645.5857543945312,161.53128051757812,0.9999974370002747,644.5068359375,168.05747985839844,0.9999948740005493,638.874267578125,175.94757080078125,0.999964714050293
1,545.8410034179688,169.9033966064453,0.9999997615814209,580.2626953125,147.1850128173828,0.9999990463256836,597.1279907226562,140.5775146484375,0.9999992251396179,615.5184326171875,135.9112091064453,0.9999879598617554,634.1139526367188,138.989990234375,0.9999943971633911,653.200927734375,144.34938049316406,0.9999958872795105,669.7227783203125,133.25543212890625,0.9909486770629883,640.0557861328125,125.86605072021484,0.0003000795841217041,584.6671142578125,146.01416015625,0.0002830326557159424,638.1591796875,180.48056030273438,0.0012784600257873535,592.7212524414062,164.22096252441406,0.999993085861206,591.3165893554688,174.65635681152344,0.999992847442627,586.5985107421875,178.0326385498047,0.9999990463256836,581.4393920898438,181.986083984375,0.9999990463256836,625.6189575195312,150.9696807861328,0.9999964237213135,624.9367065429688,166.5941925048828,0.9999970197677612,645.5857543945312,162.7147674560547,0.9999977350234985,644.5068359375,169.16079711914062,0.999996542930603,638.874267578125,175.95706176757812,0.9999961256980896
2,545.8410034179688,169.92584228515625,0.9999996423721313,580.2626953125,147.19430541992188,0.9999994039535522,597.1279907226562,140.5775146484375,0.999999463558197,615.5184326171875,135.9112091064453,0.9999948740005493,634.1139526367188,138.989990234375,0.9999949932098389,653.200927734375,145.4920654296875,0.9999964237213135,669.7227783203125,133.32015991210938,0.9980260729789734,678.34326171875,126.75970458984375,0.0006510019302368164,584.9693603515625,146.2212677001953,0.0002970397472381592,638.1591796875,181.37802124023438,0.0005144476890563965,592.7212524414062,164.22096252441406,0.9999934434890747,591.3165893554688,174.65635681152344,0.9999957084655762,586.8583374023438,178.0326385498047,0.9999984502792358,581.609130859375,181.986083984375,0.9999979734420776,625.6189575195312,150.9696807861328,0.9999933242797852,624.9367065429688,166.5941925048828,0.9999938011169434,645.5857543945312,163.92173767089844,0.9999995231628418,644.5068359375,170.6944122314453,0.9999997615814209,638.874267578125,176.22613525390625,0.9999935030937195
3,543.266357421875,170.2214813232422,0.999998927116394,576.94580078125,147.1850128173828,0.999998927116394,594.5977783203125,140.5775146484375,0.9999992251396179,613.6354370117188,135.7357177734375,0.999996542930603,632.3714599609375,138.7780303955078,0.9999947547912598,650.5226440429688,146.07420349121094,0.9999976754188538,667.9088134765625,133.3961639404297,0.999445915222168,679.1582641601562,126.75970458984375,0.0018108189105987549,584.9566040039062,146.2212677001953,0.0005437731742858887,637.0252075195312,181.37802124023438,0.0008822977542877197,590.3442993164062,162.68426513671875,0.9999942779541016,591.1780395507812,172.7920379638672,0.9999976754188538,586.8583374023438,177.992919921875,0.9999976754188538,582.3751220703125,181.986083984375,0.9999954700469971,622.4252319335938,150.94415283203125,0.9999980926513672,621.5692138671875,166.00636291503906,0.9999959468841553,640.7720947265625,165.07650756835938,0.9999972581863403,638.2994384765625,171.62783813476562,0.9999980926513672,632.880859375,176.22613525390625,0.9999934434890747
4,541.979736328125,170.2214813232422,0.9999987483024597,574.2138671875,147.1850128173828,0.9999994039535522,592.5755615234375,140.343017578125,0.999997615814209,612.44921875,135.43605041503906,0.9999970197677612,630.6673583984375,138.7780303955078,0.9999982118606567,648.3995971679688,146.12966918945312,0.9999995231628418,666.1828002929688,134.10934448242188,0.9998459815979004,679.1913452148438,126.75970458984375,0.008884817361831665,584.9566040039062,146.2212677001953,0.0006011426448822021,635.208984375,181.77008056640625,0.0002937614917755127,588.206787109375,161.30397033691406,0.9999955892562866,590.7635498046875,171.19708251953125,0.9999979734420776,586.8583374023438,177.28079223632812,0.9999969005584717,582.619384765625,181.7287139892578,0.9999939203262329,619.49609375,150.2432861328125,0.9999987483024597,618.2451782226562,165.3931884765625,0.9999967813491821,637.280029296875,165.72903442382812,0.9999986886978149,635.8330688476562,171.91506958007812,0.9999989867210388,629.7542724609375,176.22613525390625,0.9999991059303284
5,540.4224853515625,170.01333618164062,0.9999987483024597,572.1246337890625,147.08189392089844,0.9999996423721313,591.5046997070312,139.92303466796875,0.9999949932098389,610.3909301757812,134.96600341796875,0.9999969005584717,628.2534790039062,138.7780303955078,0.9999992847442627,645.9012451171875,146.29580688476562,0.9999998807907104,664.1519775390625,134.78126525878906,0.9999728798866272,679.1913452148438,127.5101089477539,0.04601609706878662,584.9693603515625,146.95314025878906,0.0002855360507965088,618.6411743164062,181.5655975341797,0.00019344687461853027,585.9222412109375,160.19796752929688,0.9999934434890747,589.8787841796875,170.03611755371094,0.9999977946281433,586.6703491210938,176.73211669921875,0.9999967217445374,583.1931762695312,181.41476440429688,0.9999902248382568,616.626708984375,149.67471313476562,0.9999982118606567,614.911376953125,164.43746948242188,0.9999971389770508,633.8488159179688,166.00979614257812,0.9999990463256836,632.7213745117188,172.41571044921875,0.9999986886978149,626.4609985351562,176.0434112548828,0.9999992251396179
6,538.1683349609375,169.9677276611328,0.9999978542327881,570.2838745117188,146.96121215820312,0.9999995231628418,590.1317749023438,139.20970153808594,0.9999967813491821,608.1405029296875,134.67335510253906,0.9999953508377075,625.8650512695312,138.7780303955078,0.9999992251396179,643.554443359375,146.41453552246094,0.9999998807907104,662.4253540039062,135.3766326904297,0.9999887943267822,679.1913452148438,127.84817504882812,0.11648356914520264,585.2035522460938,147.70437622070312,0.0002269148826599121,618.3707885742188,181.37802124023438,0.000324249267578125,583.3389892578125,159.48553466796875,0.9999869465827942,588.8665771484375,169.66651916503906,0.9999967813491821,586.3795166015625,176.33966064453125,0.9999963641166687,583.6246337890625,180.60537719726562,0.9999781847000122,614.51025390625,148.94195556640625,0.9999986886978149,611.8428344726562,163.53041076660156,0.9999988079071045,631.48486328125,166.00979614257812,0.9999977946281433,630.1809692382812,172.41571044921875,0.9999996423721313,623.4484252929688,175.8082275390625,0.9999939203262329
7,535.42529296875,170.01333618164062,0.999998927116394,567.8861083984375,146.68856811523438,0.9999994039535522,586.839599609375,138.7250213623047,0.999997615814209,604.7218627929688,134.47787475585938,0.9999969005584717,623.705810546875,138.7780303955078,0.9999982118606567,641.1680908203125,146.50439453125,0.9999997019767761,660.5726318359375,136.04147338867188,0.9999920129776001,678.6891479492188,128.1552734375,0.3199242949485779,585.2035522460938,155.6644744873047,0.00029796361923217773,605.9193115234375,129.9111785888672,0.0003058314323425293,581.4014892578125,159.40628051757812,0.9999922513961792,587.0692138671875,168.70819091796875,0.9999961853027344,586.0861206054688,175.67733764648438,0.9999954104423523,584.3018188476562,180.6043701171875,0.9999644756317139,612.1969604492188,148.3016815185547,0.9999992847442627,609.4470825195312,163.02284240722656,0.999997615814209,629.5790405273438,166.00979614257812,0.9999987483024597,628.0200805664062,172.41571044921875,0.9999995231628418,621.0631713867188,175.8082275390625,0.999989926815033
