scorer,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000,DLC_resnet50_Corridor_ventralviewJul31shuffle1_1030000
8,562.8023681640625,69.9815444946289,1.0,590.8675537109375,67.96987915039062,0.9999995827674866,609.7261352539062,68.13923645019531,0.9999997019767761,628.2781372070312,68.48605346679688,0.9999997019767761,648.3795166015625,69.73148345947266,0.9999958276748657,665.7540283203125,69.68817138671875,0.9999477863311768,641.4091796875,41.203975677490234,0.0020591807551681995,586.974365234375,62.05506134033203,1.4902397197147366e-05,591.1705932617188,59.68781661987305,0.0025081022176891565,620.7708740234375,79.25294494628906,0.06500645726919174,592.7725830078125,59.01042938232422,0.999999463558197,609.6200561523438,77.99525451660156,0.9999996423721313,655.9067993164062,53.522865295410156,0.999997615814209,648.8967895507812,54.52540969848633,0.9999935030937195,646.1157836914062,90.7601318359375,0.9999979138374329,637.6082763671875,95.83739471435547,0.9999967813491821
9,562.8023681640625,69.85283660888672,1.0,590.8474731445312,67.96406555175781,0.9999995827674866,609.7091674804688,68.16371154785156,0.9999997019767761,628.2623291015625,68.48605346679688,0.9999997615814209,648.3795166015625,69.73148345947266,0.9999963641166687,665.8698120117188,69.56658172607422,0.9999498724937439,641.5003662109375,41.15100860595703,0.0020904287230223417,587.0227661132812,62.06658935546875,1.6032092389650643e-05,591.1647338867188,59.68781661987305,0.002504544798284769,620.7708740234375,79.25294494628906,0.05929821729660034,592.7391967773438,59.01042938232422,0.999999463558197,609.5662841796875,78.0435791015625,0.9999996423721313,655.9912719726562,53.522865295410156,0.9999978542327881,648.8967895507812,54.64093780517578,0.9999933838844299,646.1157836914062,90.7601318359375,0.9999980330467224,637.5294799804688,95.8564453125,0.9999970197677612
10,562.8516235351562,69.57476806640625,1.0,590.8474731445312,67.95701599121094,0.9999995827674866,609.6895751953125,68.16371154785156,0.9999997019767761,628.213134765625,68.44335174560547,0.9999997615814209,648.3795166015625,69.61968994140625,0.9999967217445374,665.9221801757812,69.43590545654297,0.9999487400054932,641.5075073242188,41.14690017700195,0.0020256880670785904,587.0227661132812,62.06658935546875,1.5517667634412646e-05,591.1647338867188,59.687164306640625,0.0025425595231354237,620.7619018554688,79.2284164428711,0.06023456156253815,592.7391967773438,59.039878845214844,0.9999994039535522,609.5388793945312,78.0435791015625,0.9999996423721313,656.0413818359375,53.49617004394531,0.9999977946281433,648.8900146484375,54.668800354003906,0.9999938011169434,646.0580444335938,90.70244598388672,0.9999980330467224,637.4630737304688,95.86824035644531,0.9999970197677612
11,562.9326171875,69.45765686035156,1.0,590.8504638671875,67.92545318603516,0.9999995827674866,609.6708374023438,68.16371154785156,0.9999997615814209,628.1722412109375,68.4208984375,0.9999997615814209,648.3731689453125,69.48584747314453,0.9999972581863403,666.0845947265625,69.38057708740234,0.9999467730522156,641.6205444335938,41.01144027709961,0.0018589382525533438,587.024169921875,62.13479232788086,1.5896048353170045e-05,591.1647338867188,59.687164306640625,0.0025899566244333982,620.7619018554688,79.18336486816406,0.06351308524608612,592.7221069335938,59.04697036743164,0.9999993443489075,609.4669799804688,78.0435791015625,0.9999996423721313,656.0565795898438,53.446205139160156,0.9999979138374329,648.8900146484375,54.668800354003906,0.999993622303009,646.0482788085938,90.46137237548828,0.9999978542327881,637.46142578125,95.89297485351562,0.9999968409538269
12,563.223876953125,69.34449005126953,1.0,590.8504638671875,67.8522720336914,0.9999996423721313,609.6620483398438,68.0986557006836,0.9999997615814209,628.1473999023438,68.37117767333984,0.9999997615814209,648.3731689453125,69.45138549804688,0.9999972581863403,666.14892578125,69.33416748046875,0.9999467134475708,641.6560668945312,40.97102355957031,0.0016894313739612699,587.036865234375,62.18778991699219,1.637544119148515e-05,591.1784057617188,59.7094612121582,0.002549255732446909,620.7708740234375,79.16127014160156,0.06363338977098465,592.7100219726562,59.08745574951172,0.9999993443489075,609.3900146484375,78.03849792480469,0.9999996423721313,656.1126098632812,53.40583038330078,0.9999980330467224,648.9561767578125,54.64093780517578,0.9999936819076538,645.9775390625,90.46137237548828,0.9999977946281433,637.3919677734375,95.96405792236328,0.9999964833259583
13,563.2254638671875,69.27327728271484,1.0,590.8504638671875,67.84204864501953,0.9999995827674866,609.6620483398438,68.04234313964844,0.9999997615814209,628.1473999023438,68.37117767333984,0.9999998211860657,648.3731689453125,69.2688980102539,0.9999979734420776,666.37646484375,69.1912612915039,0.9999493956565857,641.8389892578125,40.816139221191406,0.0011759845074266195,587.09521484375,62.20722579956055,1.7600257706362754e-05,591.210693359375,59.7094612121582,0.0026900225784629583,620.7554931640625,79.15707397460938,0.06575890630483627,592.6765747070312,59.10918045043945,0.9999993443489075,609.3869018554688,77.99325561523438,0.9999995827674866,656.2361450195312,53.40507507324219,0.9999977946281433,648.9561767578125,54.64093780517578,0.9999943375587463,645.9644165039062,90.45075988769531,0.999997615814209,637.3671875,95.98719024658203,0.9999961853027344
14,563.2295532226562,69.11323547363281,1.0,590.8653564453125,67.80577087402344,0.9999996423721313,609.6620483398438,68.04234313964844,0.9999997615814209,628.1473999023438,68.37117767333984,0.9999998211860657,648.425537109375,69.25631713867188,0.9999978542327881,666.641845703125,69.16767883300781,0.9999493360519409,641.8389892578125,40.81126022338867,0.0012428085319697857,587.1085815429688,62.2214241027832,1.6907091776374727e-05,591.210693359375,59.6873893737793,0.0025944740045815706,620.7554931640625,79.15707397460938,0.06448838114738464,592.619384765625,59.10918045043945,0.9999993443489075,609.2490234375,77.93570709228516,0.9999996423721313,656.4077758789062,53.2909049987793,0.9999977946281433,649.102294921875,54.63727951049805,0.9999950528144836,645.9644165039062,90.45075988769531,0.9999976754188538,637.3671875,95.98719024658203,0.9999963641166687
15,563.2295532226562,69.02655029296875,1.0,590.8653564453125,67.80123138427734,0.9999996423721313,609.6620483398438,68.04234313964844,0.9999997615814209,628.1796875,68.38909912109375,0.9999997615814209,648.5989379882812,69.25094604492188,0.9999973177909851,666.9257202148438,69.12859344482422,0.9999508261680603,641.8583374023438,40.637733459472656,0.0013890438713133335,587.1326904296875,62.23047637939453,1.773931217030622e-05,591.210693359375,59.6873893737793,0.002759431255981326,620.8056030273438,79.16127014160156,0.06199401989579201,592.619384765625,59.10918045043945,0.9999993443489075,609.2490234375,77.93570709228516,0.9999996423721313,656.4578857421875,53.18790054321289,0.9999977946281433,649.21875,54.63727951049805,0.9999952912330627,645.9775390625,90.41385650634766,0.9999979734420776,637.3076171875,95.98719024658203,0.9999963641166687
16,563.297607421875,68.85485076904297,1.0,590.8778076171875,67.76908874511719,0.9999996423721313,609.7396240234375,68.04234313964844,0.9999997615814209,628.3465576171875,68.38909912109375,0.9999997615814209,648.85009765625,69.22584533691406,0.999997079372406,667.1551513671875,69.12859344482422,0.9999490976333618,641.8616943359375,40.545562744140625,0.0014892658218741417,587.1468505859375,62.2577018737793,1.7954027498490177e-05,591.234619140625,59.65550231933594,0.0026859883219003677,620.8404541015625,79.16127014160156,0.06753826886415482,592.6296997070312,59.088905334472656,0.9999992847442627,609.2473754882812,77.9146499633789,0.9999996423721313,656.467529296875,53.06194305419922,0.9999977946281433,649.2550048828125,54.6556510925293,0.9999955296516418,645.9921264648438,90.34815979003906,0.9999977350234985,637.2680053710938,95.93856048583984,0.9999960660934448
17,563.5634765625,68.77738189697266,1.0,590.9688110351562,67.73065185546875,0.9999995827674866,609.8701171875,68.04234313964844,0.9999997615814209,628.366943359375,68.38909912109375,0.9999997615814209,648.9091796875,69.14317321777344,0.999996542930603,667.1551513671875,68.8675308227539,0.9999416470527649,641.8616943359375,40.408870697021484,0.0015140048926696181,587.2373046875,62.26282501220703,1.801732105377596e-05,591.2305908203125,59.65456008911133,0.002751578576862812,620.8513793945312,79.15707397460938,0.06889612227678299,592.619384765625,59.06521224975586,0.9999992847442627,609.2473754882812,77.91129302978516,0.9999996423721313,656.5,52.939613342285156,0.9999979138374329,649.29150390625,54.6556510925293,0.9999953508377075,646.0082397460938,90.32943725585938,0.9999979138374329,637.250244140625,95.9332046508789,0.9999964833259583
18,563.6344604492188,68.689453125,1.0,591.0442504882812,67.71550750732422,0.9999996423721313,609.9119262695312,67.98552703857422,0.9999997615814209,628.3933715820312,68.3622817993164,0.9999997615814209,648.9431762695312,69.04937744140625,0.9999968409538269,667.1551513671875,68.57492065429688,0.9999317526817322,642.0174560546875,40.17469787597656,0.0015412663342431188,587.2606201171875,62.27520751953125,1.7994962036027573e-05,591.234619140625,59.630714416503906,0.002796557964757085,620.9129028320312,79.0982666015625,0.08186833560466766,592.6296997070312,59.05397033691406,0.9999992847442627,609.2705688476562,77.8425521850586,0.9999996423721313,656.7450561523438,52.87269973754883,0.9999977350234985,649.6039428710938,54.612606048583984,0.999995768070221,646.034423828125,90.32943725585938,0.999998152256012,637.250244140625,95.9332046508789,0.9999969601631165
19,563.841796875,68.55892181396484,1.0,591.0556640625,67.65242767333984,0.9999995827674866,609.9873657226562,67.98552703857422,0.9999997615814209,628.3933715820312,68.3622817993164,0.9999997615814209,648.9431762695312,69.03717041015625,0.9999968409538269,667.0582885742188,68.57492065429688,0.9999405145645142,642.0280151367188,40.15366744995117,0.0012498467694967985,587.369873046875,62.26282501220703,1.8884547898778692e-05,591.2740478515625,59.58827209472656,0.0026563499122858047,620.923583984375,79.0982666015625,0.07290489971637726,592.6444702148438,59.01234817504883,0.9999992847442627,609.2867431640625,77.8320083618164,0.9999996423721313,656.7662963867188,52.76585006713867,0.9999974966049194,649.7315673828125,54.612606048583984,0.9999957084655762,646.0082397460938,90.32943725585938,0.9999977350234985,637.2042236328125,95.93856048583984,0.9999967813491821
20,563.9783325195312,68.21269989013672,1.0,591.1093139648438,67.65242767333984,0.9999995827674866,610.0115356445312,67.98552703857422,0.9999997615814209,628.3933715820312,68.3622817993164,0.9999997615814209,648.9431762695312,69.00226593017578,0.9999969005584717,667.0255126953125,68.57492065429688,0.9999324679374695,642.0289916992188,40.15366744995117,0.0016321245348080993,587.4158325195312,62.27520751953125,1.992613215406891e-05,591.404296875,59.535980224609375,0.0028315631207078695,620.9439697265625,79.0982666015625,0.08232219517230988,592.6444702148438,58.98863220214844,0.9999992847442627,609.3548583984375,77.82926940917969,0.9999996423721313,656.7662963867188,52.76585006713867,0.9999972581863403,649.8140869140625,54.55865478515625,0.9999954700469971,646.0082397460938,90.39126586914062,0.9999977946281433,637.2042236328125,95.93856048583984,0.999996542930603
21,564.0502319335938,68.08074188232422,1.0,591.1093139648438,67.6234130859375,0.9999995827674866,610.0115356445312,67.98451232910156,0.9999997615814209,628.369140625,68.36177062988281,0.9999997615814209,648.923828125,68.96663665771484,0.9999969005584717,667.0164794921875,68.61366271972656,0.9999415278434753,642.0546264648438,40.116127014160156,0.0015793347265571356,587.4368286132812,62.29856872558594,2.084724656015169e-05,591.404296875,59.508399963378906,0.002878390485420823,620.9439697265625,79.10474395751953,0.07702452689409256,592.6444702148438,58.95193862915039,0.9999992847442627,609.4263305664062,77.80120086669922,0.9999997019767761,656.7943115234375,52.76585006713867,0.9999971985816956,649.86376953125,54.51819610595703,0.9999953508377075,645.9503173828125,90.40945434570312,0.9999977946281433,637.2225952148438,95.91854858398438,0.9999964237213135
22,564.0502319335938,68.06275939941406,1.0,591.1093139648438,67.6234130859375,0.9999995827674866,610.0115356445312,67.99327087402344,0.9999997615814209,628.3574829101562,68.36177062988281,0.9999997615814209,648.923828125,68.96663665771484,0.9999966621398926,666.98095703125,68.61366271972656,0.999951958656311,642.0951538085938,40.101375579833984,0.0014707461232319474,587.4796142578125,62.307899475097656,2.0782119463547133e-05,591.404296875,59.48789978027344,0.00288743176497519,620.9534301757812,79.10474395751953,0.06294143944978714,592.6444702148438,58.95193862915039,0.9999993443489075,609.55810546875,77.80120086669922,0.9999997615814209,656.866455078125,52.76585006713867,0.9999972581863403,649.9384765625,54.51819610595703,0.999995231628418,645.9503173828125,90.40945434570312,0.9999978542327881,637.240234375,95.91854858398438,0.9999964833259583
23,564.0502319335938,67.98655700683594,1.0,591.0965576171875,67.64493560791016,0.9999995827674866,609.9470825195312,67.99717712402344,0.9999998211860657,628.3238525390625,68.32373046875,0.9999998211860657,648.923828125,68.96546173095703,0.9999971389770508,666.98095703125,68.61366271972656,0.999940812587738,642.0951538085938,40.101375579833984,0.0013687328901141882,587.5963745117188,62.33013916015625,2.1256913896650076e-05,591.2966918945312,59.474205017089844,0.0029149046167731285,620.9534301757812,79.12647247314453,0.0668763518333435,592.5601806640625,58.93643569946289,0.9999992251396179,609.5944213867188,77.80120086669922,0.9999997019767761,656.8648681640625,53.01619338989258,0.9999974966049194,650.0206298828125,54.51819610595703,0.9999950528144836,645.9503173828125,90.40945434570312,0.9999978542327881,637.240234375,95.88810729980469,0.9999964833259583
24,563.844482421875,67.91881561279297,1.0,591.0736694335938,67.64493560791016,0.9999995827674866,609.907958984375,67.99717712402344,0.9999998211860657,628.3238525390625,68.32373046875,0.9999997615814209,648.923828125,68.96546173095703,0.9999969601631165,666.98095703125,68.3444595336914,0.9999339580535889,642.1500854492188,40.06892776489258,0.0016019660979509354,587.5984497070312,62.334537506103516,1.9889450413757004e-05,591.1412963867188,59.45946502685547,0.002741782693192363,620.9534301757812,79.12647247314453,0.06272408366203308,592.4495239257812,58.93809509277344,0.9999991655349731,609.6182861328125,77.8667221069336,0.9999996423721313,656.7943115234375,53.01619338989258,0.9999972581863403,650.0206298828125,54.61067581176758,0.9999951124191284,646.032958984375,90.37586212158203,0.9999977946281433,637.363037109375,95.88810729980469,0.9999964237213135
25,563.6285400390625,67.71998596191406,1.0,590.9501342773438,67.64493560791016,0.9999995827674866,609.8882446289062,68.04119873046875,0.9999997615814209,628.3238525390625,68.32373046875,0.9999997615814209,648.9411010742188,68.96546173095703,0.9999967217445374,667.4188842773438,68.12923431396484,0.9999129772186279,642.2650756835938,39.71977233886719,0.001719675026834011,587.6771240234375,62.365413665771484,2.0635010514524765e-05,591.1234130859375,59.45622634887695,0.0030556023120880127,620.9651489257812,79.13465881347656,0.07188394665718079,592.4422607421875,58.93643569946289,0.9999989867210388,609.7453002929688,78.00634765625,0.9999995827674866,656.7981567382812,52.96491622924805,0.9999974370002747,650.0206298828125,54.75257110595703,0.999994695186615,646.185791015625,90.35462188720703,0.9999979138374329,637.3856201171875,95.88810729980469,0.9999966621398926
